lat,lon,value,tab
46.5,-90.2,244,Myspace
46.5,-65.0,1,Myspace
46.5,8.6,5,Myspace
46.5,6.0,15,Myspace
46.5,5.6,6,Myspace
46.5,-114.1,206,Myspace
46.5,-90.0,8,Myspace
46.5,2.7,4,Myspace
46.5,14.3,22,Myspace
46.5,6.1,11,Myspace
46.5,-71.0,6,Myspace
46.5,-85.6,162,Myspace
46.5,-95.8,14,Myspace
46.5,-96.0,7,Myspace
46.5,-108.5,1,Myspace
46.5,-116.3,3,Myspace
46.5,-121.0,1,Myspace
46.5,-90.3,1,Myspace
46.5,-112.0,1,Myspace
46.5,-111.8,167,Myspace
46.5,13.0,3,Myspace
46.5,-70.8,9,Myspace
46.5,-111.3,80,Myspace
46.5,11.5,5,Myspace
46.5,13.7,9,Myspace
46.5,-0.6,4,Myspace
46.5,-90.1,70,Myspace
46.5,-108.1,7,Myspace
46.5,-72.6,8,Myspace
46.5,-88.5,7,Myspace
46.5,-113.3,6,Myspace
46.5,2.8,8,Myspace
46.5,3.0,1,Myspace
46.5,-120.5,600,Myspace
46.5,-103.3,1,Myspace
46.5,-94.3,142,Myspace
46.5,4.0,23,Myspace
46.5,3.8,2,Myspace
46.5,-89.2,16,Myspace
46.5,-96.3,6,Myspace
46.5,-95.3,3,Myspace
46.5,-123.1,7,Myspace
46.5,0.7,9,Myspace
46.5,4.6,20,Myspace
46.5,10.6,1,Myspace
46.5,-0.7,8,Myspace
46.5,-68.5,1,Myspace
46.5,-72.8,25,Myspace
46.5,-81.0,246,Myspace
46.5,-101.3,3,Myspace
46.5,-118.6,1,Myspace
46.5,-122.8,192,Myspace
46.5,-110.1,1,Myspace
46.5,7.3,2,Myspace
46.5,-64.3,1,Myspace
46.5,-122.1,51,Myspace
46.5,-122.4,118,Myspace
46.5,-0.8,32,Myspace
46.5,-120.7,1,Myspace
46.5,-87.7,333,Myspace
46.5,0.4,10,Myspace
46.5,-0.4,3,Myspace
46.5,-66.4,4,Myspace
46.5,-111.5,1,Myspace
46.5,14.5,35,Myspace
46.5,-124.0,142,Myspace
46.5,-120.6,38,Myspace
46.5,-14.1,1,Myspace
46.5,-67.8,39,Myspace
46.5,-99.6,7,Myspace
46.5,-116.1,218,Myspace
46.5,14.1,10,Myspace
46.5,-95.1,114,Myspace
46.5,-90.5,17,Myspace
46.5,-6.8,2,Myspace
46.5,6.8,6,Myspace
46.5,-73.0,3,Myspace
46.5,6.5,46,Myspace
46.5,-123.0,2,Myspace
46.5,-110.5,4,Myspace
46.5,-88.1,9,Myspace
46.5,-87.6,167,Myspace
46.5,-67.4,1,Myspace
46.5,-106.4,6,Myspace
46.5,10.3,1,Myspace
46.5,-102.9,11,Myspace
46.5,-120.1,1,Myspace
46.5,-121.8,83,Myspace
46.5,7.1,1,Myspace
46.5,-1.0,4,Myspace
46.5,-80.0,1,Myspace
46.5,-80.8,5,Myspace
46.5,-81.1,5,Myspace
46.5,-100.3,6,Myspace
46.5,12.2,15,Myspace
46.5,-94.1,43,Myspace
46.5,12.0,7,Myspace
46.5,-96.1,1,Myspace
46.5,-120.8,618,Myspace
46.5,1.6,3,Myspace
46.5,-1.6,6,Myspace
46.5,-117.4,1,Myspace
46.5,6.4,11,Myspace
46.5,-96.9,5,Myspace
46.5,-122.9,233,Myspace
46.5,-40.2,1,Myspace
46.5,8.8,2,Myspace
46.5,-75.5,10,Myspace
46.5,6.6,686,Myspace
46.5,14.2,10,Myspace
46.5,14.6,15,Myspace
46.5,-6.6,15,Myspace
46.5,-93.6,87,Myspace
46.5,-112.1,969,Myspace
46.5,-120.4,2,Myspace
46.5,6.9,143,Myspace
46.5,14.8,28,Myspace
46.5,-6.9,5,Myspace
46.5,-117.9,1,Myspace
46.5,7.4,4,Myspace
46.5,11.8,3,Myspace
46.5,-80.9,83,Myspace
46.5,5.4,2,Myspace
46.5,-121.2,1,Myspace
46.5,11.4,7,Myspace
46.5,-112.2,4,Myspace
46.5,-91.7,26,Myspace
46.5,8.4,1,Myspace
46.6,-90.7,49,Myspace
46.6,4.2,7,Myspace
46.6,-119.2,1,Myspace
46.6,-66.5,3,Myspace
46.6,-34.0,1,Myspace
46.6,2.8,1,Myspace
46.6,-116.5,33,Myspace
46.6,-72.6,6,Myspace
46.6,13.8,6,Myspace
46.6,-94.9,15,Myspace
46.6,6.4,3,Myspace
46.6,-117.4,1,Myspace
46.6,-107.9,6,Myspace
46.6,-64.9,1,Myspace
46.6,4.4,11,Myspace
46.6,-111.7,1,Myspace
46.6,-99.2,4,Myspace
46.6,9.3,1,Myspace
46.6,-9.3,1,Myspace
46.6,-81.4,5,Myspace
46.6,-99.4,6,Myspace
46.6,7.1,55,Myspace
46.6,-74.8,1,Myspace
46.6,-81.1,13,Myspace
46.6,-94.3,21,Myspace
46.6,-95.5,69,Myspace
46.6,-119.6,1,Myspace
46.6,-120.5,2471,Myspace
46.6,4.0,12,Myspace
46.6,0.0,1,Myspace
46.6,-70.5,1,Myspace
46.6,11.9,2,Myspace
46.6,7.7,16,Myspace
46.6,-122.9,95,Myspace
46.6,-118.4,1,Myspace
46.6,-93.3,54,Myspace
46.6,-123.8,1,Myspace
46.6,-96.1,39,Myspace
46.6,9.6,2,Myspace
46.6,-121.1,1,Myspace
46.6,7.4,2,Myspace
46.6,11.4,88,Myspace
46.6,0.1,19,Myspace
46.6,-0.1,1,Myspace
46.6,-97.4,1,Myspace
46.6,-95.4,39,Myspace
46.6,14.8,95,Myspace
46.6,6.9,2,Myspace
46.6,1.8,7,Myspace
46.6,-1.8,16,Myspace
46.6,5.2,21,Myspace
46.6,-14.1,1,Myspace
46.6,0.3,684,Myspace
46.6,3.4,11,Myspace
46.6,14.1,49,Myspace
46.6,-72.1,1,Myspace
46.6,-92.6,1,Myspace
46.6,10.6,2,Myspace
46.6,-0.7,11,Myspace
46.6,-72.8,3,Myspace
46.6,-81.0,27,Myspace
46.6,-95.1,32,Myspace
46.6,-118.5,1,Myspace
46.6,-122.8,2,Myspace
46.6,-121.3,1,Myspace
46.6,-60.4,1,Myspace
46.6,-68.0,6,Myspace
46.6,-95.6,1,Myspace
46.6,-97.6,8,Myspace
46.6,-114.1,1,Myspace
46.6,-71.4,10,Myspace
46.6,-92.4,10,Myspace
46.6,-71.2,10,Myspace
46.6,-118.6,19,Myspace
46.6,-123.1,20,Myspace
46.6,-96.5,1,Myspace
46.6,-71.5,4,Myspace
46.6,4.6,12,Myspace
46.6,0.4,26,Myspace
46.6,-0.4,3,Myspace
46.6,-85.9,9,Myspace
46.6,-87.9,18,Myspace
46.6,-124.0,10,Myspace
46.6,5.0,7,Myspace
46.6,14.5,47,Myspace
46.6,6.7,171,Myspace
46.6,-68.2,54,Myspace
46.6,-1.3,6,Myspace
46.6,14.4,18,Myspace
46.6,-116.7,30,Myspace
46.6,-91.3,22,Myspace
46.6,-75.5,3,Myspace
46.6,-113.0,3,Myspace
46.6,-67.6,2,Myspace
46.6,-10.0,1,Myspace
46.6,14.6,327,Myspace
46.6,10.7,13,Myspace
46.6,10.0,2,Myspace
46.6,-71.8,1,Myspace
46.6,-1.0,4,Myspace
46.6,11.7,2,Myspace
46.6,-92.5,39,Myspace
46.6,-92.1,933,Myspace
46.6,-80.8,3,Myspace
46.6,2.5,1,Myspace
46.6,-97.3,4,Myspace
46.6,-105.6,3,Myspace
46.6,-122.5,51,Myspace
46.6,-98.9,1,Myspace
46.6,1.6,14,Myspace
46.6,5.4,2,Myspace
46.6,-80.9,16,Myspace
46.6,-123.9,88,Myspace
46.6,-98.4,2,Myspace
46.6,13.4,12,Myspace
46.6,-90.0,1,Myspace
46.6,-115.8,26,Myspace
46.6,-113.1,1,Myspace
46.6,-65.0,4,Myspace
46.6,8.6,1,Myspace
46.6,-81.2,19,Myspace
46.6,-72.2,3,Myspace
46.6,-122.2,2,Myspace
46.6,3.7,1,Myspace
46.6,1.1,13,Myspace
46.6,-91.9,38,Myspace
46.6,7.2,1,Myspace
46.6,10.9,8,Myspace
46.6,-117.2,12,Myspace
46.6,-71.7,5,Myspace
46.6,-124.2,1,Myspace
46.6,-112.6,1,Myspace
46.6,-6.8,3,Myspace
46.6,-0.6,6,Myspace
46.6,13.7,3,Myspace
46.6,6.8,2,Myspace
46.6,-92.2,1,Myspace
46.6,-122.7,150,Myspace
46.6,6.2,3,Myspace
46.6,-72.7,42,Myspace
46.6,5.8,13,Myspace
46.6,-112.8,4,Myspace
46.6,-112.0,50,Myspace
46.6,-107.6,2,Myspace
46.6,-1.5,10,Myspace
46.6,5.9,9,Myspace
46.6,-67.9,1,Myspace
46.6,-84.4,3,Myspace
46.6,-91.7,10,Myspace
46.6,-114.2,1,Myspace
46.6,9.4,3,Myspace
46.6,10.8,14,Myspace
46.6,-72.9,1,Myspace
46.6,-68.4,51,Myspace
46.6,-123.7,1,Myspace
46.6,12.4,2,Myspace
46.6,-120.2,1,Myspace
46.6,-120.6,4,Myspace
46.6,-123.3,60,Myspace
46.6,1.4,7,Myspace
46.6,5.3,9,Myspace
46.6,14.0,6,Myspace
46.6,14.7,15,Myspace
46.6,-109.7,2,Myspace
46.6,-123.0,925,Myspace
46.6,-6.5,4,Myspace
46.6,11.6,9,Myspace
46.6,6.5,5,Myspace
46.6,4.8,11,Myspace
46.6,1.7,1,Myspace
46.6,-1.7,23,Myspace
46.6,-71.0,6,Myspace
46.6,-95.8,10,Myspace
46.6,-96.0,1,Myspace
46.6,-96.8,4,Myspace
46.6,-98.6,4,Myspace
46.6,-116.3,17,Myspace
46.6,-119.1,44,Myspace
46.6,-123.6,11,Myspace
46.6,-116.9,29,Myspace
46.6,0.8,1,Myspace
46.6,2.7,1,Myspace
46.6,14.3,580,Myspace
46.6,-14.3,1,Myspace
46.6,-94.4,1,Myspace
46.6,-121.4,1,Myspace
46.6,-98.2,5,Myspace
46.6,3.6,6,Myspace
46.6,13.9,327,Myspace
46.6,-88.8,1,Myspace
46.6,8.0,4,Myspace
46.6,-72.0,4,Myspace
46.6,-75.3,1,Myspace
46.6,-97.0,5,Myspace
46.6,-109.5,1,Myspace
46.6,-118.1,1,Myspace
46.6,-122.6,1,Myspace
46.6,-0.9,7,Myspace
46.6,-120.7,1137,Myspace
46.6,0.9,1,Myspace
46.6,3.3,101,Myspace
46.6,7.3,1,Myspace
46.6,11.1,18,Myspace
46.6,-89.5,5,Myspace
46.6,-113.6,50,Myspace
46.6,7.9,3,Myspace
46.6,-100.9,1,Myspace
46.6,-11.5,1,Myspace
46.6,-91.8,23,Myspace
46.6,-112.3,1,Myspace
46.6,-112.5,5,Myspace
46.6,-87.5,915,Myspace
46.6,13.3,1,Myspace
46.6,-90.9,234,Myspace
46.6,-71.3,1,Myspace
46.6,-113.5,1,Myspace
46.6,11.2,16,Myspace
46.6,5.1,1,Myspace
46.6,3.0,7,Myspace
46.6,12.7,1,Myspace
46.6,-123.5,11,Myspace
46.6,-111.0,32,Myspace
46.6,-89.3,7,Myspace
46.6,3.8,11,Myspace
46.6,13.6,11,Myspace
46.6,-1.2,6,Myspace
46.6,-84.3,1,Myspace
46.6,-91.6,9,Myspace
46.6,-94.0,80,Myspace
46.6,-102.8,1,Myspace
46.6,-121.6,51,Myspace
46.6,-122.3,108,Myspace
46.6,-81.3,2,Myspace
46.6,2.0,13,Myspace
46.6,14.2,20,Myspace
46.6,-112.1,2,Myspace
46.6,0.5,5,Myspace
46.6,6.6,17,Myspace
46.6,-71.9,1,Myspace
46.7,-117.2,544,Myspace
46.7,-75.2,1,Myspace
46.7,14.8,22,Myspace
46.7,6.9,1,Myspace
46.7,-104.9,6,Myspace
46.7,15.8,100,Myspace
46.7,-73.9,2,Myspace
46.7,-121.6,1,Myspace
46.7,-106.5,1,Myspace
46.7,-96.6,4,Myspace
46.7,7.8,3,Myspace
46.7,2.0,1,Myspace
46.7,16.0,68,Myspace
46.7,-65.6,1,Myspace
46.7,-6.3,1,Myspace
46.7,6.3,3,Myspace
46.7,-71.6,13,Myspace
46.7,3.5,1,Myspace
46.7,4.1,2,Myspace
46.7,10.5,5,Myspace
46.7,14.1,62,Myspace
46.7,-72.1,4,Myspace
46.7,-92.6,350,Myspace
46.7,-100.8,1,Myspace
46.7,-117.0,1,Myspace
46.7,-67.9,34,Myspace
46.7,-84.4,4,Myspace
46.7,-120.6,8,Myspace
46.7,2.3,7,Myspace
46.7,5.3,1,Myspace
46.7,14.0,7,Myspace
46.7,14.7,85,Myspace
46.7,-1.4,273,Myspace
46.7,-2.3,5,Myspace
46.7,-14.7,2,Myspace
46.7,13.9,2,Myspace
46.7,-1.3,6,Myspace
46.7,-67.7,9,Myspace
46.7,-100.7,1,Myspace
46.7,-65.8,1,Myspace
46.7,-65.0,7,Myspace
46.7,8.6,1,Myspace
46.7,-71.7,2,Myspace
46.7,-113.7,1,Myspace
46.7,-88.4,1,Myspace
46.7,6.8,9,Myspace
46.7,13.7,2,Myspace
46.7,-65.3,1,Myspace
46.7,15.0,16,Myspace
46.7,14.4,16,Myspace
46.7,-116.7,42,Myspace
46.7,-114.2,1,Myspace
46.7,-64.2,3,Myspace
46.7,9.4,1,Myspace
46.7,13.5,7,Myspace
46.7,4.5,18,Myspace
46.7,6.6,6,Myspace
46.7,14.2,15,Myspace
46.7,-0.5,2,Myspace
46.7,-91.0,55,Myspace
46.7,-112.1,1,Myspace
46.7,-118.6,1,Myspace
46.7,-71.5,13,Myspace
46.7,15.1,17,Myspace
46.7,-122.0,24,Myspace
46.7,-117.3,1,Myspace
46.7,-97.8,3,Myspace
46.7,-97.0,1,Myspace
46.7,-79.1,11,Myspace
46.7,-72.0,1,Myspace
46.7,-92.4,30,Myspace
46.7,-71.4,34,Myspace
46.7,3.2,1,Myspace
46.7,-123.7,236,Myspace
46.7,-81.0,20,Myspace
46.7,-93.5,11,Myspace
46.7,-95.1,47,Myspace
46.7,-97.1,7,Myspace
46.7,-117.6,2,Myspace
46.7,0.7,6,Myspace
46.7,14.3,1,Myspace
46.7,-96.4,21,Myspace
46.7,-116.9,751,Myspace
46.7,-94.4,72,Myspace
46.7,0.8,9,Myspace
46.7,2.7,1,Myspace
46.7,4.7,11,Myspace
46.7,-119.7,146,Myspace
46.7,-89.2,2,Myspace
46.7,-94.1,27,Myspace
46.7,-96.1,1,Myspace
46.7,-94.5,1,Myspace
46.7,9.6,2,Myspace
46.7,12.2,11,Myspace
46.7,15.5,62,Myspace
46.7,-122.2,1,Myspace
46.7,-72.2,1,Myspace
46.7,14.9,63,Myspace
46.7,-63.1,42,Myspace
46.7,-120.7,35,Myspace
46.7,-118.7,1,Myspace
46.7,7.1,5,Myspace
46.7,12.5,3,Myspace
46.7,15.2,82,Myspace
46.7,-120.5,5,Myspace
46.7,-118.9,111,Myspace
46.7,5.0,11,Myspace
46.7,13.2,2,Myspace
46.7,-65.1,1,Myspace
46.7,-124.0,12,Myspace
46.7,0.6,7,Myspace
46.7,7.6,155,Myspace
46.7,8.2,1,Myspace
46.7,-0.6,4,Myspace
46.7,-112.3,4,Myspace
46.7,-112.5,1,Myspace
46.7,-1.9,40,Myspace
46.7,-109.1,1,Myspace
46.7,3.3,1,Myspace
46.7,11.1,6,Myspace
46.7,-75.5,2,Myspace
46.7,-71.8,10,Myspace
46.7,14.6,22,Myspace
46.7,11.6,51,Myspace
46.7,-98.0,2,Myspace
46.7,-100.6,599,Myspace
46.7,6.5,19,Myspace
46.7,-123.0,1470,Myspace
46.7,-96.0,1,Myspace
46.7,11.0,13,Myspace
46.7,-114.0,1,Myspace
46.7,-101.5,3,Myspace
46.7,-89.0,16,Myspace
46.7,-64.8,5,Myspace
46.7,13.6,17,Myspace
46.7,7.5,3,Myspace
46.7,0.3,4,Myspace
46.7,-17.3,1,Myspace
46.7,-120.4,1366,Myspace
46.7,-72.7,1,Myspace
46.7,6.2,4,Myspace
46.7,8.9,3,Myspace
46.7,-92.2,514,Myspace
46.7,-122.7,2,Myspace
46.7,-93.1,7,Myspace
46.7,-72.6,6,Myspace
46.7,-66.3,3,Myspace
46.7,4.3,3,Myspace
46.7,-120.8,65,Myspace
46.7,-114.1,83,Myspace
46.7,-92.8,11,Myspace
46.7,-118.0,2,Myspace
46.7,-121.3,1,Myspace
46.7,-95.6,43,Myspace
46.7,-70.6,3,Myspace
46.7,-68.0,445,Myspace
46.7,-60.4,1,Myspace
46.7,-13.1,1,Myspace
46.7,-1.7,1,Myspace
46.7,13.1,5,Myspace
46.7,5.6,166,Myspace
46.7,1.7,6,Myspace
46.7,-122.9,1,Myspace
46.7,4.4,77,Myspace
46.7,-64.9,22,Myspace
46.7,-113.2,11,Myspace
46.7,-71.2,40,Myspace
46.7,-0.9,4,Myspace
46.7,12.3,6,Myspace
46.7,-96.7,3,Myspace
46.7,15.9,36,Myspace
46.7,-7.7,1,Myspace
46.7,7.7,22,Myspace
46.7,6.4,7,Myspace
46.7,-6.4,14,Myspace
46.7,-96.9,8,Myspace
46.7,13.8,11,Myspace
46.7,-119.4,2,Myspace
46.7,5.4,5,Myspace
46.7,-1.6,14,Myspace
46.7,-80.9,11,Myspace
46.7,-92.7,8,Myspace
46.7,-0.1,2,Myspace
46.7,-113.9,1,Myspace
46.7,-71.9,3,Myspace
46.7,-72.4,1,Myspace
46.7,-92.9,12,Myspace
46.7,-115.4,1,Myspace
46.7,-79.8,1,Myspace
46.7,-92.1,1,Myspace
46.7,-117.5,1,Myspace
46.7,-100.3,5,Myspace
46.7,15.6,197,Myspace
46.7,-1.0,18,Myspace
46.7,-71.1,9,Myspace
46.7,-116.4,1,Myspace
46.7,7.9,28,Myspace
46.7,-113.5,2,Myspace
46.7,-71.3,106,Myspace
46.7,-17.2,1,Myspace
46.7,11.2,92,Myspace
46.7,3.0,3,Myspace
46.7,-93.9,17,Myspace
46.7,-103.9,1,Myspace
46.7,-65.4,6,Myspace
46.7,-0.4,1,Myspace
46.7,15.3,21,Myspace
46.7,0.4,16,Myspace
46.7,-70.4,3,Myspace
46.7,-117.9,9,Myspace
46.7,-1.8,22,Myspace
46.7,15.4,77,Myspace
46.7,-118.8,1,Myspace
46.7,2.5,29,Myspace
46.7,-72.5,1,Myspace
46.7,-122.1,1,Myspace
46.7,-112.0,1,Myspace
46.7,-124.1,1,Myspace
46.7,13.0,1,Myspace
46.7,-1.5,2,Myspace
46.7,-85.1,13,Myspace
46.7,-107.6,2,Myspace
46.7,-70.9,3,Myspace
46.7,-114.4,117,Myspace
46.7,-21.6,1,Myspace
46.7,-68.2,1,Myspace
46.7,6.7,1,Myspace
46.7,0.2,8,Myspace
46.7,-0.2,38,Myspace
46.7,-122.4,1,Myspace
46.7,-106.2,2,Myspace
46.8,8.4,3,Myspace
46.8,11.9,35,Myspace
46.8,-9.3,1,Myspace
46.8,9.3,14,Myspace
46.8,-92.2,363,Myspace
46.8,-99.6,8,Myspace
46.8,-1.4,21,Myspace
46.8,14.1,2,Myspace
46.8,14.0,1,Myspace
46.8,-120.6,1,Myspace
46.8,-120.3,1,Myspace
46.8,-120.0,1,Myspace
46.8,-100.8,10,Myspace
46.8,-0.6,5,Myspace
46.8,-103.0,2,Myspace
46.8,-112.6,1,Myspace
46.8,0.6,54,Myspace
46.8,13.7,23,Myspace
46.8,-116.7,12,Myspace
46.8,14.4,71,Myspace
46.8,-95.4,1,Myspace
46.8,8.6,5,Myspace
46.8,-121.7,2,Myspace
46.8,4.8,216,Myspace
46.8,5.0,6,Myspace
46.8,14.5,16,Myspace
46.8,-65.1,1,Myspace
46.8,-95.8,261,Myspace
46.8,-96.8,7,Myspace
46.8,13.2,2,Myspace
46.8,-116.3,1,Myspace
46.8,-124.0,1,Myspace
46.8,6.1,6,Myspace
46.8,-114.3,1,Myspace
46.8,-1.0,3,Myspace
46.8,-71.1,20,Myspace
46.8,-92.1,1137,Myspace
46.8,9.0,1,Myspace
46.8,-92.5,1,Myspace
46.8,7.3,14,Myspace
46.8,-122.9,346,Myspace
46.8,14.3,8,Myspace
46.8,-121.4,1,Myspace
46.8,0.8,4,Myspace
46.8,2.7,2,Myspace
46.8,-96.4,1,Myspace
46.8,-0.8,25,Myspace
46.8,-97.7,1,Myspace
46.8,-7.2,10,Myspace
46.8,7.2,246,Myspace
46.8,-122.2,21,Myspace
46.8,4.7,7,Myspace
46.8,1.9,10,Myspace
46.8,-91.1,4,Myspace
46.8,-1.9,44,Myspace
46.8,-117.7,1,Myspace
46.8,-95.2,1,Myspace
46.8,-13.4,1,Myspace
46.8,13.4,2,Myspace
46.8,11.6,2,Myspace
46.8,3.0,2,Myspace
46.8,-118.3,11,Myspace
46.8,-113.5,1,Myspace
46.8,-121.8,5,Myspace
46.8,-7.1,5,Myspace
46.8,15.6,658,Myspace
46.8,15.2,184,Myspace
46.8,12.5,1,Myspace
46.8,7.1,22,Myspace
46.8,9.4,31,Myspace
46.8,-9.4,1,Myspace
46.8,-100.7,693,Myspace
46.8,-67.7,1,Myspace
46.8,-12.4,1,Myspace
46.8,12.4,15,Myspace
46.8,-121.2,1,Myspace
46.8,-92.7,10,Myspace
46.8,1.6,7,Myspace
46.8,-119.4,1,Myspace
46.8,0.9,8,Myspace
46.8,-71.2,772,Myspace
46.8,3.2,5,Myspace
46.8,-71.4,135,Myspace
46.8,-122.0,35,Myspace
46.8,8.1,12,Myspace
46.8,-72.0,2,Myspace
46.8,-122.3,4,Myspace
46.8,-6.7,2,Myspace
46.8,-118.2,4,Myspace
46.8,-109.2,1,Myspace
46.8,-68.2,57,Myspace
46.8,-9.9,1,Myspace
46.8,9.9,2,Myspace
46.8,6.7,1,Myspace
46.8,0.5,6,Myspace
46.8,4.5,6,Myspace
46.8,6.6,91,Myspace
46.8,13.5,77,Myspace
46.8,14.6,7,Myspace
46.8,-6.6,1,Myspace
46.8,-13.5,2,Myspace
46.8,-111.6,1,Myspace
46.8,-112.1,1,Myspace
46.8,15.4,159,Myspace
46.8,14.9,99,Myspace
46.8,-87.7,2,Myspace
46.8,-120.7,621,Myspace
46.8,-30.2,1,Myspace
46.8,5.3,1,Myspace
46.8,6.5,14,Myspace
46.8,-6.5,1,Myspace
46.8,-100.6,1,Myspace
46.8,-123.0,1,Myspace
46.8,-123.3,128,Myspace
46.8,-94.6,1,Myspace
46.8,0.4,3,Myspace
46.8,15.3,82,Myspace
46.8,-0.4,1,Myspace
46.8,4.9,19,Myspace
46.8,9.5,5,Myspace
46.8,-9.5,1,Myspace
46.8,-71.5,1,Myspace
46.8,-92.3,129,Myspace
46.8,-122.8,1,Myspace
46.8,-123.1,523,Myspace
46.8,10.2,2,Myspace
46.8,4.6,5,Myspace
46.8,-116.2,4,Myspace
46.8,15.9,177,Myspace
46.8,-96.7,620,Myspace
46.8,5.7,22,Myspace
46.8,1.7,150,Myspace
46.8,9.7,5,Myspace
46.8,13.1,3,Myspace
46.8,-1.7,14,Myspace
46.8,-71.0,10,Myspace
46.8,-98.6,3,Myspace
46.8,-94.5,51,Myspace
46.8,-120.8,87,Myspace
46.8,-116.6,1,Myspace
46.8,5.5,4,Myspace
46.8,15.5,59,Myspace
46.8,-60.5,1,Myspace
46.8,-124.1,35,Myspace
46.8,1.5,1,Myspace
46.8,13.0,5,Myspace
46.8,15.1,28,Myspace
46.8,15.7,75,Myspace
46.8,-15.1,1,Myspace
46.8,-89.6,72,Myspace
46.8,-96.3,25,Myspace
46.8,-112.0,448,Myspace
46.8,-117.8,1,Myspace
46.8,-100.9,467,Myspace
46.8,2.2,5,Myspace
46.8,-72.5,1,Myspace
46.8,-122.5,1,Myspace
46.8,-122.1,1,Myspace
46.8,6.9,21,Myspace
46.8,-6.9,2,Myspace
46.8,14.8,398,Myspace
46.8,-113.9,3,Myspace
46.8,0.1,3,Myspace
46.8,12.8,91,Myspace
46.8,-0.1,12,Myspace
46.8,-91.4,7,Myspace
46.8,-119.8,1,Myspace
46.8,6.3,19,Myspace
46.8,7.5,10,Myspace
46.8,-1.2,17,Myspace
46.8,-7.5,1,Myspace
46.8,-114.0,344,Myspace
46.8,0.3,4,Myspace
46.8,3.5,12,Myspace
46.8,9.2,5,Myspace
46.8,13.6,6,Myspace
46.8,-71.6,11,Myspace
46.8,-111.1,1,Myspace
46.8,-79.0,2,Myspace
46.8,-116.5,41,Myspace
46.8,-68.1,1,Myspace
46.8,12.1,3,Myspace
46.8,12.0,45,Myspace
46.8,8.7,1,Myspace
46.8,2.9,2,Myspace
46.8,-71.3,442,Myspace
46.8,-112.8,3,Myspace
46.8,-70.8,5,Myspace
46.8,3.9,11,Myspace
46.8,16.0,39,Myspace
46.8,3.8,2,Myspace
46.8,-97.1,8,Myspace
46.8,-117.6,13,Myspace
46.8,-60.3,1,Myspace
46.8,-68.5,5,Myspace
46.8,6.8,17,Myspace
46.8,7.0,3,Myspace
46.8,-0.7,13,Myspace
46.8,-6.8,1,Myspace
46.8,-7.0,2,Myspace
46.8,6.4,1,Myspace
46.8,-117.4,1,Myspace
46.8,-96.9,222,Myspace
46.8,13.8,7,Myspace
46.8,-119.2,453,Myspace
46.8,4.2,10,Myspace
46.8,-90.7,5,Myspace
46.8,8.3,1,Myspace
46.8,-97.9,1,Myspace
46.8,5.2,2,Myspace
46.8,-75.3,1,Myspace
46.8,7.6,55,Myspace
46.8,8.2,4,Myspace
46.8,-88.8,7,Myspace
46.8,-89.1,5,Myspace
46.8,-117.3,21,Myspace
46.8,4.4,75,Myspace
46.8,9.8,12,Myspace
46.8,-118.8,2,Myspace
46.8,-88.3,129,Myspace
46.8,2.4,4,Myspace
46.8,10.1,2,Myspace
46.8,-88.6,130,Myspace
46.8,-100.5,10,Myspace
46.8,-109.8,6,Myspace
46.8,-91.2,8,Myspace
46.8,12.9,8,Myspace
46.8,-2.1,12,Myspace
46.8,-1.1,7,Myspace
46.8,10.3,3,Myspace
46.8,-16.1,1,Myspace
46.8,7.4,4,Myspace
46.8,15.8,63,Myspace
46.8,5.9,19,Myspace
46.8,-67.9,120,Myspace
46.9,-95.4,9,Myspace
46.9,11.9,8,Myspace
46.9,7.7,5,Myspace
46.9,-96.5,27,Myspace
46.9,9.5,120,Myspace
46.9,-123.1,1,Myspace
46.9,4.6,4,Myspace
46.9,-9.5,3,Myspace
46.9,-71.5,17,Myspace
46.9,-71.2,173,Myspace
46.9,-123.7,1,Myspace
46.9,-93.2,3,Myspace
46.9,7.4,63,Myspace
46.9,15.8,355,Myspace
46.9,16.1,54,Myspace
46.9,-16.1,1,Myspace
46.9,-65.2,1,Myspace
46.9,-97.3,1,Myspace
46.9,-97.5,2,Myspace
46.9,-122.5,39,Myspace
46.9,2.4,1,Myspace
46.9,2.5,1,Myspace
46.9,-67.4,3,Myspace
46.9,-88.4,1,Myspace
46.9,-102.0,15,Myspace
46.9,-1.9,6,Myspace
46.9,7.3,34,Myspace
46.9,3.3,6,Myspace
46.9,-113.6,23,Myspace
46.9,-109.1,1,Myspace
46.9,-99.7,1,Myspace
46.9,-110.2,8,Myspace
46.9,-119.2,3,Myspace
46.9,7.0,1,Myspace
46.9,-122.8,1,Myspace
46.9,0.4,2,Myspace
46.9,15.3,173,Myspace
46.9,-118.2,1,Myspace
46.9,6.7,1,Myspace
46.9,-98.7,236,Myspace
46.9,-91.8,5,Myspace
46.9,-102.6,10,Myspace
46.9,-112.3,4,Myspace
46.9,7.6,41,Myspace
46.9,8.2,15,Myspace
46.9,-55.4,2,Myspace
46.9,-70.7,2,Myspace
46.9,13.0,6,Myspace
46.9,5.8,21,Myspace
46.9,-1.5,2,Myspace
46.9,-13.0,1,Myspace
46.9,-99.3,5,Myspace
46.9,-124.1,176,Myspace
46.9,-124.5,1,Myspace
46.9,-90.9,127,Myspace
46.9,13.3,4,Myspace
46.9,1.8,10,Myspace
46.9,5.2,3,Myspace
46.9,-65.7,1,Myspace
46.9,15.9,126,Myspace
