lat,lon,value
-27.1,152.9,1
-27.1,153,4
-27.1,153.1,1
-27.1,153.2,1
-27.2,-48.6,6
-27.2,-49.6,38
-27.2,-52,1
-27.2,152.9,2
-27.2,153,4
-27.2,153.1,3
-27.3,-48.9,2
-27.3,-50,1
-27.3,-50.6,9
-27.3,-70.3,1
-27.3,-70.4,1
-27.3,152.9,1
-27.3,153,11
-27.3,153.1,2
-27.3,28.7,1
-27.4,-48.4,2
-27.4,-48.5,2
-27.4,-48.6,1
-27.4,-49.6,3
-27.4,-51.2,6
-27.4,-51.6,2
-27.4,-53.2,1
-27.4,-53.4,5
-27.4,-55.9,10
-27.4,-70.3,4
-27.4,152.9,6
-27.4,153,20
-27.4,153.1,11
-27.4,153.2,1
-27.4,23.5,1
-27.5,-50.1,1
-27.5,-54.4,1
-27.5,-58.8,35
-27.5,-59,18
-27.5,152.5,2
-27.5,152.9,4
-27.5,153,2573
-27.5,153.1,21
-27.5,153.2,8
-27.6,-48.4,1
-27.6,-48.5,117
-27.6,-48.6,17
-27.6,-52.3,37
-27.6,-54.3,5
-27.6,151.9,2
-27.6,152,45
-27.6,152.4,1
-27.6,152.6,1
-27.6,152.8,10
-27.6,152.9,5
-27.6,153,5
-27.6,153.1,11
-27.6,153.2,1
-27.6,153.3,2
-27.7,-48.5,2
-27.7,-48.6,1
-27.7,-48.8,1
-27.7,152.9,1
-27.7,153,3
-27.7,153.1,4
-27.7,153.2,5
-27.7,28.9,1
-27.8,-48.6,1
-27.8,-50.3,33
-27.8,-53.8,4
-27.8,-54.4,1
-27.8,-64.3,10
-27.8,153.2,1
-27.8,153.3,1
-27.8,29.9,3
-27.8,30.1,2
-27.8,30.8,1
-27.9,-52.9,1
-27.9,-53.3,2
-27.9,-54.5,6
-27.9,153,1
-27.9,153.2,2
-27.9,153.3,17
-27.9,153.4,4
-27.9,26.8,1
-27.9,27,1
-28,-48.6,12
-28,153,1
-28,153.3,1
-28,153.4,562
-28,26.7,4
-28.1,-52,6
-28.1,-55.6,4
-28.1,153.4,10
-28.1,153.5,2
-28.2,-48.7,13
-28.2,-51.5,3
-28.2,153.5,12
-28.2,21.8,1
-28.2,27.1,1
-28.2,31.8,1
-28.3,-49,4
-28.3,-52.4,83
-28.3,-52.8,7
-28.3,-53.5,9
-28.3,-54.3,3
-28.3,153.4,1
-28.3,153.5,1
-28.3,153.6,1
-28.3,29.1,1
-28.4,-49.4,1
-28.4,-50.6,6
-28.4,-52.2,11
-28.4,-53.9,7
-28.4,21.3,1
-28.4,29,1
-28.5,-48.8,6
-28.5,-49,3
-28.5,-49.3,8
-28.5,-50.9,10
-28.5,-59,7
-28.5,-65.8,4
-28.5,153.5,1
-28.5,21.3,1
-28.5,29.8,1
-28.6,-49,3
-28.6,-49.3,1
-28.6,-53.6,17
-28.6,-65.8,2
-28.6,-70.8,3
-28.6,153.6,46
-28.7,-49.4,26
-28.7,-56,1
-28.7,-64.2,1
-28.7,-66.7,1
-28.7,24.7,2
-28.7,29.2,1
-28.7,31.9,1
-28.7,32.1,1
-28.8,-51.4,1
-28.8,-51.6,1
-28.8,-52.5,1
-28.8,114.6,2
-28.8,153.3,5
-28.8,153.6,1
-28.8,24.6,1
-28.9,-49.5,2
-28.9,153.6,6
-29,-49.4,1
-29,-49.5,1
-29,-50.1,1
-29,-51.2,6
-29,168,2
-29,29.4,1
-29,29.9,1
-29,30.9,1
-29.1,-49.6,7
-29.1,-59.7,1
-29.1,152.1,12
-29.1,26.2,39
-29.2,-51.2,300
-29.2,-51.4,26
-29.2,-51.5,1
-29.2,-52.2,1
-29.2,-54.9,11
-29.2,-56.6,10
-29.2,26.2,2
-29.3,-49.7,1
-29.3,-49.8,10
-29.3,-51.5,2
-29.3,-51.9,2
-29.3,27.5,1
-29.4,-50.8,11
-29.4,-50.9,21
-29.4,-51.1,1
-29.4,-51.2,1
-29.4,-51.9,2
-29.5,-51.1,1
-29.5,-51.3,2
-29.5,-52,32
-29.5,149.8,1
-29.5,26.1,1
-29.5,30.2,3
-29.5,31.2,2
-29.6,-50,1
-29.6,-50.8,11
-29.6,-50.9,2
-29.6,-51,16
-29.6,-51.2,4
-29.6,-52.2,1
-29.6,-53.4,2
-29.6,-55.5,1
-29.6,151.8,1
-29.6,30.3,2
-29.6,30.4,18
-29.6,31,1
-29.7,-50,2
-29.7,-50.8,1
-29.7,-51.1,192
-29.7,-51.5,11
-29.7,-52.4,98
-29.7,-53.8,273
-29.7,152.9,1
-29.7,31,5
-29.7,31.1,12
-29.8,-50,2
-29.8,-50.1,1
-29.8,-51.1,27
-29.8,-51.2,3
-29.8,-51.9,5
-29.8,-55.8,15
-29.8,-57.1,17
-29.8,30.6,1
-29.8,30.9,6
-29.8,31,6
-29.9,-50.1,1
-29.9,-51,6
-29.9,-51.1,22
-29.9,-51.2,189
-29.9,-51.3,1
-29.9,-51.7,1
-29.9,-54.7,2
-29.9,-71.2,126
-29.9,-71.3,5
-29.9,30.9,3
-29.9,31,211
-29.9,31.1,1
-3,-47.4,2
-3,104.7,108
-3,104.8,428
-3,106.5,1
-3,114.8,1
-3,119.9,1
-3,120.2,3
-3,134.8,1
-3.1,-60,1217
-3.1,-60.1,2
-3.1,104.7,1
-3.1,104.8,1
-3.1,115.1,1
-3.1,119.9,1
-3.1,120.2,1
-3.1,128.2,1
-3.1,130.5,1
-3.2,104.6,1
-3.2,104.7,1
-3.2,114.5,1
-3.3,-42.4,2
-3.3,-79.9,2
-3.3,-80,2
-3.3,102.9,5
-3.3,104.7,1
-3.3,114.6,152
-3.3,127.1,1
-3.3,127.2,1
-3.3,135.5,1
-3.4,102.2,1
-3.4,104.2,5
-3.4,104.3,2
-3.4,104.8,1
-3.4,112.6,1
-3.4,114.6,8
-3.4,114.7,3
-3.4,114.8,19
-3.4,114.9,3
-3.4,116,5
-3.4,119.3,1
-3.4,135.5,1
-3.4,143.2,4
-3.4,29.4,1
-3.4,36.7,9
-3.5,-39.1,1
-3.5,102.5,2
-3.5,102.6,1
-3.5,114.8,2
-3.5,115,1
-3.6,-40.2,30
-3.6,102.6,1
-3.6,103.1,1
-3.6,103.8,2
-3.6,104.8,2
-3.6,128.3,2
-3.7,-38.5,2081
-3.7,-38.7,2
-3.7,-43.4,2
-3.7,-73.3,5
-3.7,-79.7,1
-3.7,103.8,2
-3.7,128.1,1
-3.7,128.2,13
-3.8,-38.5,9
-3.8,-38.6,3
-3.8,-73.3,2
-3.8,102.3,13
-3.8,103.8,1
-3.8,114.7,1
-3.8,114.8,2
-3.8,115.4,1
-3.8,119.7,2
-3.9,-32.4,2
-3.9,-38.4,2
-3.9,-38.5,2
-3.9,-38.7,1
-3.9,-41.7,2
-3.9,102.3,4
-3.9,115.1,2
-3.9,130.9,1
-30,-50.1,1
-30,-51,1
-30,-51.1,15
-30,-51.2,3913
-30,-51.6,6
-30,-52.4,2
-30,-52.9,22
-30,-71.3,50
-30,30.9,3
-30.1,-50.2,1
-30.1,-51.2,16
-30.1,-51.3,8
-30.1,-51.6,1
-30.1,153.2,1
-30.1,30.9,3
-30.2,-51.2,1
-30.2,-71.1,1
-30.2,-71.5,1
-30.3,153.1,25
-30.3,30.6,1
-30.3,30.7,1
-30.4,152.8,86
-30.4,152.9,1
-30.4,153.1,1
-30.5,-52.5,1
-30.5,151.7,6
-30.5,30.7,1
-30.6,-71.2,26
-30.6,151.5,1
-30.7,-51.4,1
-30.7,-62,2
-30.7,121.5,4
-30.7,152.9,1
-30.7,30.5,2
-30.8,121.5,1
-30.9,-51.8,1
-30.9,-55.5,7
-30.9,-64.5,1
-30.9,152.9,1
-30.9,30.4,2
-31,-54.7,1
-31,-61,3
-31,150.1,2
-31,30.2,1
-31,30.3,1
-31.1,-64.3,1
-31.1,150.9,6
-31.2,-64.3,1
-31.3,-64.3,1
-31.3,-65.1,1
-31.4,-58,15
-31.4,-62.4,1
-31.4,-64.1,2
-31.4,-64.2,92
-31.4,-64.3,1
-31.4,-64.5,5
-31.4,152.9,13
-31.5,-53.7,1
-31.5,-60.6,1
-31.5,-64.2,1
-31.5,-68.5,9
-31.5,152.7,1
-31.6,-60.1,2
-31.6,-60.7,46
-31.6,-71.2,1
-31.6,116,1
-31.6,28.7,1
-31.6,28.8,1
-31.7,-60.5,1
-31.7,115.7,2
-31.7,115.8,2
-31.7,18.5,1
-31.8,-52.3,319
-31.8,-52.4,1
-31.8,-63.8,1
-31.8,115.7,2
-31.8,115.8,8
-31.8,115.9,1
-31.9,-71.5,1
-31.9,115.8,13
-31.9,115.9,14
-31.9,116,6
-31.9,116.1,2
-31.9,152.5,3
-32,-52.1,923
-32,115.8,10
-32,115.9,1644
-32,116,5
-32,116.1,1
-32,141.5,5
-32.1,115.7,24
-32.1,115.8,11
-32.1,115.9,9
-32.1,116,2
-32.1,116.1,2
-32.2,-53.1,4
-32.2,-64.1,1
-32.2,-71.5,1
-32.2,116,1
-32.2,148.6,8
-32.3,-58.1,1
-32.3,115.7,6
-32.3,115.8,3
-32.3,117.9,1
-32.3,150.9,1
-32.4,115.8,2
-32.5,-66,1
-32.5,-71.2,2
-32.5,115.7,10
-32.5,116.6,18
-32.5,137.8,1
-32.6,-54.5,1
-32.6,-62.7,1
-32.6,-70.7,1
-32.6,-71.3,1
-32.6,-71.4,2
-32.6,115.8,1
-32.6,115.9,1
-32.6,149.6,2
-32.6,151.2,2
-32.7,-61.1,1
-32.7,-71.4,1
-32.7,115.8,1
-32.7,151.3,1
-32.7,151.5,48
-32.7,151.6,1
-32.8,-70.6,16
-32.8,-70.7,20
-32.8,-70.9,1
-32.8,-71.2,7
-32.8,151.3,1
-32.8,151.4,1
-32.8,151.5,3
-32.8,151.7,1
-32.9,-60.6,1
-32.9,-60.7,4
-32.9,-60.9,1
-32.9,-68.8,112
-32.9,-68.9,3
-32.9,-71.2,3
-32.9,-71.3,11
-32.9,-71.5,3
-32.9,151.7,6
-32.9,151.8,234
-32.9,27.4,1
-32.9,27.9,1
-32.9,28,1
-33,-60.6,2
-33,-60.7,180
-33,-64.1,1
-33,-68.8,1
-33,-70.9,1
-33,-71.3,3
-33,-71.4,46
-33,-71.5,13
-33,-71.6,98
-33,-71.7,1
-33,151.6,1
-33,151.7,7
-33,17.9,1
-33,18.1,1
-33,27.7,1
-33,27.8,1
-33,27.9,171
-33.1,-58.3,1
-33.1,-70.8,1
-33.1,-71.4,2
-33.1,-71.6,2
-33.1,151.6,7
-33.1,18,1
-33.2,-70.7,2
-33.2,-71.5,1
-33.2,138,2
-33.2,151.5,3
-33.3,-66.3,9
-33.3,-70.3,1
-33.3,-70.5,2
-33.3,-70.6,1
-33.3,-70.7,6
-33.3,-70.9,2
-33.3,-71.6,1
-33.3,115.6,15
-33.3,115.7,2
-33.3,148.8,1
-33.3,149.1,12
-33.3,151.4,3
-33.3,151.5,3
-33.3,18.2,2
-33.3,26.5,13
-33.4,-70.3,1
-33.4,-70.5,49
-33.4,-70.6,266
-33.4,-70.7,47
-33.4,-70.8,5
-33.4,-70.9,1
-33.4,-71,2
-33.4,-71.6,3
-33.4,-71.7,5
-33.4,115.7,1
-33.4,149.6,6
-33.4,151,1
-33.4,151.3,6
-33.4,151.4,5
-33.4,151.5,2
-33.4,27.3,1
-33.5,-60.9,1
-33.5,-70.5,3
-33.5,-70.6,4369
-33.5,-70.7,37
-33.5,-70.8,9
-33.5,-71.5,1
-33.5,-71.6,1
-33.5,115.6,1
-33.5,150.2,1
-33.5,151.2,1
-33.5,151.3,4
-33.5,151.4,3
-33.5,18.7,3
-33.6,-56.9,1
-33.6,-70.5,1
-33.6,-70.6,18
-33.6,-70.7,14
-33.6,-70.8,2
-33.6,-70.9,1
-33.6,-71.2,1
-33.6,-71.5,1
-33.6,-71.6,21
-33.6,115.1,1
-33.6,150.3,1
-33.6,150.8,7
-33.6,151.2,3
-33.6,151.3,3
-33.6,19,3
-33.6,19.5,2
-33.6,26.9,3
-33.7,-59.5,1
-33.7,-62,1
-33.7,-70.7,9
-33.7,-70.8,1
-33.7,-70.9,4
-33.7,-71,1
-33.7,-71.2,13
-33.7,115,1
-33.7,115.3,1
-33.7,150.3,3
-33.7,150.5,2
-33.7,150.6,1
-33.7,150.7,3
-33.7,150.8,3
-33.7,150.9,16
-33.7,151,24
-33.7,151.1,16
-33.7,151.2,7
-33.7,151.3,11
-33.7,18.5,1
-33.7,18.9,1
-33.7,19,1
-33.7,19.2,1
-33.8,-70.9,1
-33.8,-71.4,1
-33.8,150.6,3
-33.8,150.7,18
-33.8,150.8,6
-33.8,150.9,12
-33.8,151,32
-33.8,151.1,52
-33.8,151.2,76
-33.8,151.3,28
-33.8,18.5,3
-33.8,18.6,1
-33.8,18.7,3
-33.8,18.9,4
-33.8,19,1
-33.8,19.5,1
-33.8,19.8,1
-33.8,25.4,1
-33.8,25.6,1
-33.9,-60.6,1
-33.9,-70.7,2
-33.9,-70.9,1
-33.9,150.6,1
-33.9,150.9,10
-33.9,151,8
-33.9,151.1,38
-33.9,151.2,7211
-33.9,151.3,55
-33.9,18.4,1365
-33.9,18.5,24
-33.9,18.6,11
-33.9,18.7,4
-33.9,18.9,63
-33.9,19.1,3
-33.9,25.5,1
-33.9,25.6,2
-34,-58.3,1
-34,-59,1
-34,-70.6,1
-34,115.1,3
-34,116.1,1
-34,150.3,30
-34,150.7,3
-34,150.8,1
-34,150.9,2
-34,151,7
-34,151.1,18
-34,151.2,3
-34,18.3,1
-34,18.4,5
-34,18.5,19
-34,18.6,12
-34,18.8,1
-34,22.5,7
-34,23,16
-34,23.1,1
-34,23.2,2
-34,23.4,2
-34,24.8,1
-34,24.9,1
-34,25.5,5
-34,25.6,67
-34.1,-56.2,1
-34.1,-70.7,2
-34.1,150.7,3
-34.1,150.8,6
-34.1,151,2
-34.1,151.1,2
-34.1,151.2,3
-34.1,18.4,5
-34.1,18.5,3
-34.1,18.8,17
-34.1,18.9,1
-34.1,21.2,2
-34.1,21.3,1
-34.1,22.2,1
-34.1,23.4,7
-34.1,24.9,2
-34.2,-59,3
-34.2,-70.7,75
-34.2,-71.4,1
-34.2,116.1,1
-34.2,142.2,10
-34.2,18.5,1
-34.2,22,1
-34.2,22.1,1
-34.3,-59.1,2
-34.3,-60.2,1
-34.3,146,1
-34.3,146.1,3
-34.3,150.9,4
-34.3,18.8,1
-34.3,19,1
-34.4,-53.8,1
-34.4,-55.2,68
-34.4,-58.5,1
-34.4,-58.6,14
-34.4,-58.7,2
-34.4,-58.8,3
-34.4,-58.9,1
-34.4,-70.9,3
-34.4,-71.1,1
-34.4,-72,1
-34.4,116,1
-34.4,150.9,151
-34.4,18.9,2
-34.4,19.2,4
-34.4,19.3,1
-34.5,-58.5,30
-34.5,-58.6,3
-34.5,-58.7,4
-34.5,-58.8,3
-34.5,-58.9,4
-34.5,-64.2,1
-34.5,138.9,1
-34.5,139,1
-34.5,150.4,5
-34.5,150.8,8
-34.5,150.9,2
-34.6,-58.4,2621
-34.6,-58.5,15
-34.6,-58.6,12
-34.6,-59,2
-34.6,-59.3,5
-34.6,-71,9
-34.6,-71.1,1
-34.6,-71.4,1
-34.6,117.7,2
-34.6,138.9,1
-34.6,139,1
-34.6,150.8,1
-34.6,150.9,2
-34.7,-56,2
-34.7,-58.3,20
-34.7,-58.4,20
-34.7,-58.5,2
-34.7,-58.6,5
-34.7,-58.7,1
-34.7,-71,1
-34.7,138.6,2
-34.7,138.7,3
-34.7,150.3,1
-34.7,150.9,8
-34.8,-54.6,1
-34.8,-55.9,1
-34.8,-56,2
-34.8,-57.9,65
-34.8,-58.2,3
-34.8,-58.3,3
-34.8,-58.4,6
-34.8,-58.5,3
-34.8,-58.7,1
-34.8,138.5,1
-34.8,138.6,4
-34.8,138.7,2
-34.8,138.9,1
-34.8,149.7,2
-34.9,-54.7,1
-34.9,-54.8,1
-34.9,-54.9,3
-34.9,-56.2,212
-34.9,-57.9,71
-34.9,-58,2
-34.9,-58.2,1
-34.9,-58.4,2
-34.9,-58.5,1
-34.9,-71.1,1
-34.9,-71.3,1
-34.9,138.5,6
-34.9,138.6,1178
-34.9,138.7,6
-34.9,138.9,5
-34.9,150.6,2
-35,-54.9,8
-35,-58.5,1
-35,-71.2,7
-35,117.9,5
-35,138.5,1
-35,138.6,8
-35,138.8,2
-35,148.1,1
-35.1,-60.5,2
-35.1,138.5,1
-35.1,138.6,2
-35.1,138.9,1
-35.1,139.3,1
-35.1,143.2,1
-35.1,147.3,1
-35.1,147.4,20
-35.1,173.3,2
-35.2,-71.5,1
-35.2,138.5,2
-35.2,149,1
-35.2,149.1,6
-35.2,149.7,30
-35.2,173.2,2
-35.2,173.9,2
-35.3,149,1
-35.3,149.1,533
-35.3,149.2,1
-35.3,174.1,1
-35.4,-61,12
-35.4,-71.6,1
-35.4,-71.7,86
-35.4,143.6,1
-35.4,149.1,5
-35.4,149.2,5
-35.4,150.5,4
-35.4,173.8,1
-35.5,-62.3,6
-35.5,-71.7,1
-35.5,138.6,1
-35.5,145,1
-35.6,-58,1
-35.6,-71.3,1
-35.6,-71.6,1
-35.6,138.6,1
-35.6,149.1,1
-35.7,-71.7,1
-35.7,-71.8,2
-35.7,147.3,1
-35.7,150.2,1
-35.7,174.3,1
-35.8,-71.6,8
-35.8,150.2,1
-36,-57.5,1
-36,-72.3,1
-36,146.9,1
-36,147,1
-36.1,143.4,1
-36.1,144.7,1
-36.1,146.9,32
-36.1,147,1
-36.2,145,1
-36.3,174.7,1
-36.4,-72.3,2
-36.4,145.2,1
-36.4,145.4,10
-36.4,146.3,8
-36.4,148.4,1
-36.4,148.6,1
-36.4,174.7,1
-36.5,148.3,3
-36.6,-56.7,1
-36.6,-64.3,8
-36.6,-72.1,19
-36.6,-72.2,2
-36.7,-56.7,1
-36.7,-73,2
-36.7,-73.1,35
-36.7,142.2,2
-36.7,144.1,1
-36.7,144.3,3
-36.7,174.4,1
-36.7,174.6,1
-36.7,174.7,3
-36.7,174.8,1
-36.8,-72.7,21
-36.8,-73,8
-36.8,-73.1,90
-36.8,-73.2,1
-36.8,144.3,53
-36.8,174.6,1
-36.8,174.7,20
-36.8,174.8,26
-36.8,175,1
-36.8,175.1,6
-36.8,175.5,2
-36.9,-60.3,1
-36.9,-73,4
-36.9,-73.1,4
-36.9,147.1,1
-36.9,149.9,1
-36.9,174.5,1
-36.9,174.6,3
-36.9,174.7,15
-36.9,174.8,1415
-36.9,174.9,9
-37,-72.4,2
-37,-72.6,1
-37,-73.2,4
-37,174.8,7
-37,174.9,4
-37,175.9,1
-37.1,-56.9,1
-37.1,-72,1
-37.1,-73.2,1
-37.2,-56.9,3
-37.2,-57,1
-37.2,142.9,1
-37.2,145.4,2
-37.2,146.5,1
-37.2,174.7,3
-37.2,174.9,4
-37.2,175,6
-37.3,-57,1
-37.3,-59.1,14
-37.3,144.1,4
-37.3,144.9,2
-37.4,144.3,1
-37.4,144.5,1
-37.4,145,1
-37.4,145.5,1
-37.5,-72.3,1
-37.5,-72.4,122
-37.5,-73.3,1
-37.5,143.9,1
-37.5,144.6,1
-37.5,175.2,1
-37.6,-73.7,2
-37.6,140.3,10
-37.6,143.8,71
-37.6,143.9,2
-37.6,144.2,1
-37.6,144.9,6
-37.6,145.1,2
-37.6,145.5,1
-37.6,176.2,1
-37.7,-72.6,1
-37.7,142,1
-37.7,144.4,4
-37.7,144.7,5
-37.7,144.8,8
-37.7,144.9,11
-37.7,145,8
-37.7,145.1,15
-37.7,145.2,2
-37.7,145.7,2
-37.7,175.1,1
-37.7,176.1,41
-37.7,176.2,1
-37.7,176.3,1
-37.8,-61.2,1
-37.8,-72.7,4
-37.8,-73.4,1
-37.8,140.8,4
-37.8,144.2,1
-37.8,144.7,2
-37.8,144.8,12
-37.8,144.9,44
-37.8,145,6197
-37.8,145.1,14
-37.8,145.2,7
-37.8,145.3,4
-37.8,145.4,3
-37.8,147.6,1
-37.8,174.9,1
-37.8,175.3,6
-37.8,176.3,1
-37.9,-57.5,115
-37.9,144.6,2
-37.9,144.7,8
-37.9,144.8,3
-37.9,144.9,1
-37.9,145,50
-37.9,145.1,21
-37.9,145.2,25
-37.9,145.3,6
-37.9,145.4,3
-37.9,145.5,1
-37.9,146.4,5
-37.9,147.7,1
-37.9,148,1
-37.9,175.5,4
-37.9,176.9,2
-38,-57.5,1
-38,-57.6,3
-38,144.4,6
-38,145,3
-38,145.1,7
-38,145.2,7
-38,145.3,4
-38,147.2,1
-38,177,11
-38.1,-57.6,1
-38.1,144.3,3
-38.1,144.4,119
-38.1,144.7,1
-38.1,145.1,4
-38.1,145.2,8
-38.1,145.3,7
-38.1,145.4,1
-38.1,145.5,5
-38.1,145.9,5
-38.1,147.1,3
-38.1,176.2,22
-38.1,176.3,1
-38.2,142.9,1
-38.2,144.3,2
-38.2,144.4,2
-38.2,144.5,1
-38.2,145,3
-38.2,145.1,3
-38.2,145.5,1
-38.2,145.9,1
-38.2,146.3,1
-38.2,146.4,3
-38.2,146.5,7
-38.2,176.3,1
-38.3,-57.8,1
-38.3,143.6,1
-38.3,144.7,2
-38.3,145,2
-38.3,145.1,7
-38.3,175.2,1
-38.3,177.8,12
-38.4,-60.3,1
-38.4,-71.9,1
-38.4,142.5,12
-38.4,144.9,1
-38.4,145,1
-38.4,145.1,2
-38.5,-72.4,1
-38.5,144,1
-38.5,144.1,1
-38.6,146.3,1
-38.7,-62.3,18
-38.7,-72.6,230
-38.7,145.8,1
-38.7,176.1,19
-38.7,178,1
-38.7,178.1,1
-38.8,-72.6,2
-38.8,-72.9,1
-38.8,143.7,1
-38.8,175.7,1
-38.9,-68,2
-38.9,-68.2,1
-38.9,-72.6,1
-39,-61.3,1
-39,-67.6,1
-39,-68.1,2
-39.1,174.1,27
-39.1,174.4,17
-39.2,-72.3,1
-39.3,-65.7,1
-39.3,-71.8,1
-39.3,-72,1
-39.3,175.5,1
-39.4,175.4,1
-39.4,176.9,1
-39.5,-72.9,1
-39.5,176.9,43
-39.6,176.8,13
-39.7,-73.2,1
-39.7,176.9,3
-39.8,-73.2,137
-39.8,-73.3,1
-39.9,175.1,8
-4,-38.2,1
-4,-79.2,13
-4,103.3,1
-4,105,1
-4,116,1
-4,119.6,7
-4,121.6,2
-4,122.5,15
-4,122.6,7
-4,39.6,2
-4.1,-38.2,2
-4.1,-63.1,2
-4.1,-81.1,1
-4.1,104.1,1
-4.1,104.2,3
-4.1,104.6,1
-4.1,120,6
-4.1,121.6,1
-4.1,122.4,1
-4.1,137.1,5
-4.1,139,1
-4.1,39.7,12
-4.2,-44.8,1
-4.2,-69.9,1
-4.2,-81.1,1
-4.2,105.3,1
-4.2,121.6,1
-4.2,137.1,1
-4.2,39.4,1
-4.2,39.5,2
-4.3,-41.8,1
-4.3,-43.9,1
-4.3,-56,3
-4.3,105.2,1
-4.3,15.3,4
-4.4,119.9,1
-4.4,120.3,4
-4.4,136.9,4
-4.5,120.3,2
-4.5,136.9,4
-4.5,39.4,2
-4.6,-37.8,1
-4.6,-44.6,2
-4.6,-81.2,1
-4.6,105.4,2
-4.6,120,1
-4.6,120.3,1
-4.6,136.9,2
-4.8,-42.2,1
-4.8,11.9,1
-4.8,119.5,1
-4.8,119.9,1
-4.8,120,1
-4.8,120.3,1
-4.8,122,1
-4.8,136.6,1
-4.9,-37.1,1
-4.9,-43.3,5
-4.9,119.6,1
-4.9,119.8,1
-4.9,119.9,1
-4.9,120,1
-4.9,5.8,1
-40.1,-72.4,1
-40.1,-72.9,1
-40.2,175.6,1
-40.2,176.1,1
-40.3,-9.9,1
-40.4,175.6,31
-40.5,175.2,1
-40.6,-73.2,46
-40.6,175.3,8
-40.8,-71.6,1
-40.8,175.1,2
-40.9,175,2
-40.9,175.1,3
-40.9,175.7,6
-41,145.7,1
-41,175.3,1
-41,175.5,5
-41.1,-73.1,1
-41.1,173,2
-41.1,174.8,1
-41.1,174.9,3
-41.1,175,1
-41.1,175.1,5
-41.2,-71.3,3
-41.2,146.3,1
-41.2,146.4,1
-41.2,174.8,7
-41.2,174.9,18
-41.2,175,1
-41.3,-73,9
-41.3,146.1,36
-41.3,173.2,1
-41.3,173.3,50
-41.3,174,3
-41.3,174.8,721
-41.4,147.1,22
-41.5,-72.9,1
-41.5,-73,88
-41.5,147.1,1
-41.5,174,1
-41.6,-65.4,11
-41.9,-73.8,6
-42.5,-73.8,2
-42.8,147.3,2
-42.8,147.5,1
-42.8,173.3,2
-42.9,147.3,152
-42.9,147.4,2
-43,147.3,1
-43.1,-73.6,1
-43.1,148,1
-43.3,-65.3,1
-43.3,172.6,3
-43.4,170.2,74
-43.4,172.7,2
-43.5,172.5,1
-43.5,172.6,15
-43.5,172.7,4
-43.6,172.5,1
-43.9,171.8,1
-44.4,171.2,5
-44.7,169.1,12
-44.9,168.8,1
-45,168.7,25
-45,169.2,1
-45.4,-72.7,2
-45.4,167.7,1
-45.6,-72.1,5
-45.9,-67.5,6
-45.9,170.5,4
-46.1,170,1
-46.4,168.4,16
-47.9,-126.4,1
-5,-38,3
-5,119.6,7
-5,120.1,3
-5,35.9,2
-5.1,-38.4,2
-5.1,-42.8,1459
-5.1,105.3,9
-5.1,119.4,144
-5.1,119.5,64
-5.1,119.6,1
-5.1,120.2,1
-5.1,120.3,1
-5.2,-37.3,15
-5.2,-37.4,4
-5.2,-80.6,18
-5.2,119.4,685
-5.2,119.5,40
-5.3,105.2,1
-5.3,105.3,1
-5.3,119.5,1
-5.3,120.1,1
-5.4,105,2
-5.4,105.1,1
-5.4,105.2,23
-5.4,105.3,174
-5.5,-47.5,45
-5.5,105.3,4
-5.5,119.9,1
-5.5,120.2,2
-5.5,122.6,1
-5.6,-35.2,1
-5.6,-36.9,1
-5.6,106.6,1
-5.6,119.9,1
-5.6,120.2,1
-5.7,-35.2,1
-5.7,-35.3,1
-5.7,106.6,1
-5.8,-35.2,1361
-5.8,-35.8,3
-5.8,-74.5,1
-5.8,106.2,1
-5.9,-35.2,11
-5.9,-35.3,19
-5.9,105.8,3
-5.9,105.9,3
-5.9,106,4
-5.9,106.8,1
-50.1,-68.4,1
-50.3,-72.3,1
-51.7,-72.5,4
-52.2,-71.3,1
-53,-70.8,1
-53.1,-70.9,58
-53.2,-70.9,2
-53.8,-67.7,2
-54.5,36.5,1
-54.8,-68.2,4
-6,-35.1,7
-6,-35.4,1
-6,-44.2,4
-6,105.9,1
-6,106,18
-6,106.1,55
-6,106.7,3
-6.1,-38.2,4
-6.1,-38.3,1
-6.1,-49.9,5
-6.1,105.9,20
-6.1,106,1
-6.1,106.1,13
-6.1,106.2,66
-6.1,106.3,1
-6.1,106.4,1
-6.1,106.6,44
-6.1,106.7,390
-6.1,106.8,766
-6.1,106.9,484
-6.1,107,3
-6.1,39.2,1
-6.2,105.8,4
-6.2,105.9,1
-6.2,106.2,2
-6.2,106.3,4
-6.2,106.4,10
-6.2,106.5,30
-6.2,106.6,1379
-6.2,106.7,1021
-6.2,106.8,19580
-6.2,106.9,3643
-6.2,107,1586
-6.2,107.1,10
-6.2,107.2,1
-6.2,107.3,38
-6.2,107.6,2
-6.2,166.3,1
-6.2,39.2,9
-6.3,-35.2,1
-6.3,-36.5,4
-6.3,-39.3,8
-6.3,105.8,6
-6.3,106.1,6
-6.3,106.2,1
-6.3,106.5,8
-6.3,106.6,39
-6.3,106.7,1717
-6.3,106.8,4728
-6.3,106.9,1467
-6.3,107,857
-6.3,107.1,104
-6.3,107.2,62
-6.3,107.3,40
-6.3,107.5,1
-6.3,107.7,1
-6.3,107.8,1
-6.3,107.9,1
-6.3,108,2
-6.3,108.1,1
-6.3,108.3,3
-6.3,112.3,1
-6.4,-35.1,1
-6.4,105.8,3
-6.4,105.9,1
-6.4,106,82
-6.4,106.2,2
-6.4,106.3,5
-6.4,106.6,2
