value,address
   3,"US 202 and MCCULLOCH AVENUE MORRISTOWN TOWN, NJ"
   4,"US 202 and MILL RD MORRISTOWN TOWN, NJ"
   9,"US 202 and MORRIS COUNTY 510 MORRISTOWN TOWN, NJ"
   2,"US 202 and MORRIS COUNTY 517 MORRISTOWN TOWN, NJ"
  18,"US 202 and MORRIS COUNTY 617 MORRISTOWN TOWN, NJ"
   2,"US 202 and MORRIS ST. MORRISTOWN TOWN, NJ"
   2,"US 202 and MORRIS ST/ROUTE 510 MORRISTOWN TOWN, NJ"
   8,"US 202 and N PARK PL MORRISTOWN TOWN, NJ"
   2,"US 202 and N. PARK PL MORRISTOWN TOWN, NJ"
   6,"US 202 and NJ 124 / SOUTH ST MORRISTOWN TOWN, NJ"
   3,"US 202 and NORTH PARK PL MORRISTOWN TOWN, NJ"
   6,"US 202 and NORTH PARK PLACE MORRISTOWN TOWN, NJ"
   8,"US 202 and ORCHARD ST MORRISTOWN TOWN, NJ"
   4,"US 202 and ORCHARD ST. MORRISTOWN TOWN, NJ"
   2,"US 202 and PARK PLACE E MORRISTOWN TOWN, NJ"
  15,"US 202 and ROUTE 510 / DUMONT PL / MORRIS ST MORRISTOWN TOWN, NJ"
  26,"US 202 and ROUTE 510 / W PARK PL MORRISTOWN TOWN, NJ"
  30,"US 202 and ROUTE 510 MORRISTOWN TOWN, NJ"
   2,"US 202 and S. PARK PLACE MORRISTOWN TOWN, NJ"
   2,"US 202 and SO PARK PL. MORRISTOWN TOWN, NJ"
   6,"US 202 and SOUTH PARK PL MORRISTOWN TOWN, NJ"
   5,"US 202 and SOUTH PARK PLACE MORRISTOWN TOWN, NJ"
   2,"US 202 and SOUTH ST MORRISTOWN TOWN, NJ"
  14,"US 202 and SPEEDWELL PL MORRISTOWN TOWN, NJ"
   2,"US 202 and SPEEDWELL PL. MORRISTOWN TOWN, NJ"
  15,"US 202 and SPRING ST MORRISTOWN TOWN, NJ"
  11,"US 202 and SPRING ST. MORRISTOWN TOWN, NJ"
   2,"US 202 and SPRING STREET MORRISTOWN TOWN, NJ"
   2,"US 202 and SUSSEX AVE MORRIS TWP, NJ"
   3,"US 202 and SUSSEX AVE MORRISTOWN TOWN, NJ"
   3,"US 202 and THOMPSON ST MORRISTOWN TOWN, NJ"
   3,"US 202 and THOMPSON ST. MORRISTOWN TOWN, NJ"
   2,"US 202 and THOMPSON STREET MORRISTOWN TOWN, NJ"
   2,"US 202 and US 24 MORRISTOWN TOWN, NJ"
   2,"US 202 and VAIL PL MORRISTOWN TOWN, NJ"
   2,"US 202 and VAIL PLACE MORRISTOWN TOWN, NJ"
  16,"US 202 and WALKER AVE MORRISTOWN TOWN, NJ"
   2,"US 202 and WALKER MORRISTOWN TOWN, NJ"
   7,"US 202 and WASHINGTON ST MORRISTOWN TOWN, NJ"
   1,"US 202 and WASHINGTON ST. MORRISTOWN TOWN, NJ"
   8,"US 202 and WATER ST MORRISTOWN TOWN, NJ"
   6,"US 202 and WATER STREET MORRISTOWN TOWN, NJ"
  14,"US 202 MORRISTOWN TOWN, NJ"
   4,"VAIL PLACE and US 202 MORRISTOWN TOWN, NJ"
   2,"VALLEY VIEW DR and JOHN GLENN RD MORRISTOWN TOWN, NJ"
   4,"VALLEY VIEW DR and PHILIP PL MORRISTOWN TOWN, NJ"
   2,"VALLEY VIEW DR and WASHINGTON AVE MORRISTOWN TOWN, NJ"
   2,"VALLEY VIEW DR and WASHINGTON AVE. MORRISTOWN TOWN, NJ"
   2,"VILLAGE DR MORRISTOWN TOWN, NJ"
   2,"VISITOR LOT C 100 MADISON AVE MORRISTOWN TOWN, NJ"
   2,"WACHOVIA BANK LOT MORRISTOWN TOWN, NJ"
   1,"WALKER AVE and LAKE RD. MORRISTOWN TOWN, NJ"
   2,"WASHINGTON AVE and BANK ST MORRISTOWN TOWN, NJ"
   1,"WASHINGTON AVE and ROUTE 510 MORRISTOWN TOWN, NJ"
   2,"WASHINGTON AVE and SUNSET PL. MORRISTOWN TOWN, NJ"
   2,"WASHINGTON AVE and W. VALLEY VIEW ROAD MORRISTOWN TOWN, NJ"
   4,"WASHINGTON PL and RIDGEDALE AVE MORRISTOWN TOWN, NJ"
   2,"WATER ST and E. PARK PL. PARSIPPANY-TROY HILLS, NJ"
   2,"WATER ST and EAST PARK PL. MORRISTOWN TOWN, NJ"
   3,"WATER ST and EAST PARK PLACE MORRISTOWN TOWN, NJ"
   2,"WATER ST and HQ PL. LOADING DOCK MORRISTOWN TOWN, NJ"
   2,"WATER ST and SPEEDWELL AVE MORRISTOWN TOWN, NJ"
   2,"WATER ST and SPRING ST MORRISTOWN TOWN, NJ"
   8,"WATER ST and SPRING ST. MORRISTOWN TOWN, NJ"
   6,"WATER ST and US 202 MORRISTOWN TOWN, NJ"
   2,"WATER STREET and E PARK PLACE MORRISTOWN TOWN, NJ"
   2,"WATER STREET and EAST PARK PLACE MORRISTOWN TOWN, NJ"
   2,"WATER STREET and NORTH PARK PLACE MORRISTOWN TOWN, NJ"
  10,"WESTERN AVE and ANN ST MORRISTOWN TOWN, NJ"
   2,"WESTERN AVE and ANN ST. MORRISTOWN TOWN, NJ"
   2,"WESTERN AVE and ANN STREET MORRISTOWN TOWN, NJ"
   1,"WESTERN AVE and BROOKFIELD WY MORRIS TWP, NJ"
   2,"WESTERN AVE and CHERRY ST MORRISTOWN TOWN, NJ"
   2,"WESTERN AVE and CR 510 MORRISTOWN TOWN, NJ"
   3,"WESTERN AVE and MILLER RD MORRISTOWN TOWN, NJ"
   2,"WESTERN AVE and MILLER ST MORRISTOWN TOWN, NJ"
   3,"WESTERN AVE and ROUTE 510 MORRISTOWN TOWN, NJ"
   1,"WESTERN AVE and SEARING AVE MORRISTOWN TOWN, NJ"
   2,"WESTERN AVE and WASHINGTON ST MORRISTOWN TOWN, NJ"
   1,"WESTERN AVE MORRISTOWN TOWN, NJ"
   2,"WETMORE AVE and MACCULLOCH AVE MORRISTOWN TOWN, NJ"
   2,"WETMORE AVE and MACCULLOUGH AVE MORRISTOWN TOWN, NJ"
   2,"WETMORE AVE and OGDEN PL. MORRISTOWN TOWN, NJ"
   6,"WILLOW ST and MARTIN LUTHER KING AVE MORRISTOWN TOWN, NJ"
   2,"WILMONT PL and MORRIS ST MORRISTOWN TOWN, NJ"
   2,"WILMONT PL and MORRIS ST. MORRISTOWN TOWN, NJ"
   2,"WILMONT PLACE MORRISTOWN TOWN, NJ"
   2,"WILMOT AVE and ROUTE 510 MORRISTOWN TOWN, NJ"
   2,"WILMOT ST and MORRIS COUNTY 510 MORRISTOWN TOWN, NJ"
   2,"WILMOT ST and MORRIS ST MORRISTOWN TOWN, NJ"
   2,"WOODLAND AVE and KITCHELL RD MORRISTOWN TOWN, NJ"
   8,"WOODLAND AVE and MORRIS COUNTY 601 MORRISTOWN TOWN, NJ"
   2,"WOODLAND AVENUE and SOUTH STREET MORRISTOWN TOWN, NJ"
   2,"WOODLAWN DRIVE and TUXEDO PL. MORRISTOWN TOWN, NJ"
